אִיֽמָּא,1,אימָּא I,"[' distaff , v.   אִימָּה  II .']",אִימָּא III,"[' [or  title;  cmp.  אַבָּא ].  Imma . Y. Git. I, 43ᶜ;  Shebi. VI, 36 ᶜ top  א׳ שלום  Imma (Mother) Shalom.']",אִימָּא II,"['(= h.  אֵם ) ', ' mother , frequ.  my mother ; v.  אַבָּא .  Targ. Gen. III, 20 ; a. fr.— Ber. 18ᵇ   אֵימא לה לא׳  tell my mother; a. fr.—א׳ זקינה  grandmother .  Meg. 27ᵇ ', ' trnsf.  the flesh of a stone fruit .  Sabb. 143ᵃ   חזיין אגב אִימָּן  may be handled on account of the flesh (with which they were surrounded when Sabbath cause).—Pl.  אִימָּהָתָא ,  אִמְהָתָא .  Targ. Jer. XVI, 3 ; esp.  the arch-mothers  of the Israel. nation.  Targ. Y. Ex. XVII, 9 ; a. e.— Kidd. 82ᵃ   א׳ דינוקי  the mothers of school children. [V. also   אִימָּה  II .]']",אֵימָא,"[', v.  אֲמָא ']",,,,
אִיֽנְבָּא,1,אִינְבָּא,"[', v.  אִנְבָּא ']",,,,,,,,,,
אִיֽנְגַּד,1,,,,,,,,,,,,
אִיֽנְתּוּתָא,1,,,,,,,,,,,,
אִיֽסְטַרְטֵיגָא,1,,,,,,,,,,,,
אִיֽסְטוֹמְכָא,1,,,,,,,,,,,,
אִיֽסְפְּלָנִיתָא,1,,,,,,,,,,,,
אִיֽסְפְּקָא,1,*אִיסְפְּקָא,,,,,,,,,,,
אִיֽסְפַּרְמְקָא,1,,,,,,,,,,,,
אִיֽסְקַרְיָא,1,אִיסְקַרְיָא,"[', v.  אִסְקַרְיָא ']",,,,,,,,,,
אִיֽסְקוּנְדְּרֵי,1,אִיסְקוּנְדְּרֵי,,,,,,,,,,,
אִיֽסְקוּפְּתָא,1,אִיסְקוּפָּא,"[', v.  אִסְק׳ ']",,,,,,,,,,
אִיֽסְתְּדִירָא,1,,,,,,,,,,,,
אִיֽסְתְּוָוֽרָא,1,אִיסְתְּוָורָא,,,,,,,,,,,
אִיֽסְתֵּירָא,1,אִיסְתִּירָא,,,,,,,,,,,
אִיֽסְתָּנָא,1,אִיסְתָּנָא,,,,,,,,,,,
אִיֽסָּרָא,1,אִיסְרָא I,אִיסְרָא II,SEE BELOW,,,,,,,,,
אִיֽסּוּרִיתָא,1,,,,,,,,,,,,
אִיֽסּוּרָא,1,אִיסּוּרָא,אִיסוּרָא II,,,,,,,,,,
אִיֽפְכָּא,1,אִיפְּכָא,,,,,,,,,,,
אִיֽפּוּמָא,1,אִיפּוּמָא,,,,,,,,,,,
אִיֽצְטְבָא,1,,,,,,,,,,,,
אִיֽצְטְלָא,1,,,,,,,,,,,,
אִיֽצְטְרוֹבְלָא,1,,,,,,,,,,,,
אִיֽצְפָּא,1,,,,,,,,,,,,
אִיֽצָּא,1,אִיצָא I,אִיצָא II,SEE BELOW,,,,,,,,,
אִיֽרְיָא,1,אִירְיָא,"[', v.  אִרְיָא ']",,,,,,,,,,
אִיֽשְׁתְּיָימָא,1,,,,,,,,,,,,
אִיֽשָּׁא,1,אִישָּׁא,,,,,,,,,,,
אִיֽתְּתָא,1,אִיתְּתָא,,,,,,,,,,,
אִיזַלְתָּא,1,,,,,,,,,,,,
אִיטָפָא,1,,,,,,,,,,,,
אִילָא,1,אִילָא,,,,,,,,,,,
אִילָנָא,0,אִילַן,,,,,,,,,,,
אִינִישׁ,1,אִינִישׁ,"[', v.  אֱינָשׁ ']",,,,,,,,,,
אִינָשָׁא,1,,,,,,,,,,,,
אִיסָדָא,1,אִיסָדָא,,,,,,,,,,,
אִיסָרָא,1,אִיסְרָא I,אִיסְרָא II,SEE ABOVE,,,,,,,,,
אִיצָא,1,אִיצָא I,אִיצָא II,SEE ABOVE AND BELOW,,,,,,,,,
אִיצָצָא,1,אִיצָא II,,,,,,,,,,,
אִיקָא,1,*אִיקָא,,,,,,,,,,,
אִסְטָמָא,1,אִסְטְמָא,,,,,,,,,,,
אִסְפְּלִידָא,1,אִסְפְּלִידָא,,,,,,,,,,,
אִסְפֵּידָכָא,1,,,,,,,,,,,,
אִסְפַּרְוָוֽא,1,*אִסְפַּרְוָוא,,,,,,,,,,,
אִסְקוּטְלָא,1,אִסְקוּטְלָא I,אִסְקוּטְלָא II,,,,,,,,,,
אִשְׁכַּרְתִּי,1,אֶשְׁכַּרְתִּי,,,,,,,,,,,
אִתְכָּלָא,1,אֶתְכָּלָא,"[', v.  אִיתְכָּלָא ']",,,,,,,,,,
אֵימְתָא,1,אֵימְתָא,,,,,,,,,,,
אֶבֶן,0,אֶבֶן,אֶבֶן ²,,,,,,,,,,
אֶדְרָעָא,1,אֶדְרַע,,,,,,,,,,,
אֶלֶף,0,אֶלֶף,,,,,,,,,,,
אֶצְבְּעָא,1,אֶצְבְּעָא,,,,,,,,,,,
אַבְדָּלְתָּא,1,אַבְדָּלָה,,,,,,,,,,,
אַבְזְיֵיֽנָא,1,,,,,,,,,,,,
אַבְזַנְגְּרָא,1,,,,,,,,,,,,
אַבְזָרָא,1,אֲבִזְרָא,,,,,,,,,,,
אַבְקָא,1,אַבְקָא,"[', v.  אָבָק  ch.']",,,,,,,,,,
אַבְרוֹשַׁג,1,,,,,,,,,,,,
אַבְרוּמָא,1,אברומא,,,,,,,,,,,
אַבְשׁוּנָא,1,אַבְשׁוּנָא,,,,,,,,,,,
אַבָּא,1,אַבָּא I,אַבָּא III,,,אַבָּא II,"[' ( בָּא ,  וָוא ,  וָוה  in Y.) pr. n. m.  Abba , ( Ba, Va ), a frequent name. [Sometimes distinguished persons go by that name, being orig. a title (v.  next w. ) while their real names are dropped; v. esp.  Ber. 18ᵇ  בעינא א׳ I want Abba &c.] The most distinguished are ', '  א׳ אריכא , v.  רַב .', '  רב א׳  v.  רָבָא .', ' ( בר בא )  א׳ בר אבהו  Abba bar Abbahu (Ba), father of Samuel, an Amora. Abba bar Abbahu (Ba), father of Samuel, an Amora.', '  א׳ בר רב הונא , in Bab.  רַבָּה  q. v.', '  א׳ מרי , contr.  אבמרי   Abba Mari , an Amora.— אבין ,  אבינא , contr. with  ר׳  into  רַבִּין ,  רַבִּינָא   Rabbin, Rabbina ']",,,,,,
אַבּוּב,1,אַבּוּב,,,,,,,,,,,
אַגְדָּא,1,אַגְדָּא,"[', v.   אֲגַד  III ']",,,,,,,,,,
אַגְדָּנָא,1,אַגְדָּנָא,,,,,,,,,,,
אַגְמָא,1,אַגְמָא,"['( גום , v.  אֲגַם )  a depression, stagnant water, lake;  also  marshland, meadow .  B. Mets. 36ᵇ   הבלא דא׳  the vapors of the meadow; a. fr.  קטל קני בא׳  to cut reeds in the meadow = to be illiterate.  Sabb. 95ᵃ ;  Snh. 33ᵃ .—Pl.  אֲגָמִין ,  אַגְמַיָּא .  Targ. Is. XXXV, 7 ; a. e.— אַגְמֵי .  Sabb. 77ᵇ   דייר בא׳  grazes in meadows.']",אַגְמָא II,"[' Agma , in Babylon.  B. Mets. 86ᵃ .— B. Bath. 127ᵃ ;  Kidd. 72ᵃ  אקרא דא׳ Akra d’Agma, v.  אַקְרָא   Snh. 38ᵇ   אקרא דא׳  (Ar.  אגמא דוקירי ; oth. var. v. Rabb. D. S. a. l. note).']",,,,,,,,
אַגְרָא,1,אַגְרָא II,"[' Agra , father-in-law of R. Abba; father of R. Y’hudah.  Ḥull. 104ᵇ ;  134ᵃ .  Nidd. 53ᵃ ']",,,,,,,,,,
אַגָּדְתָּא,1,אֲגַדְתָּא,,,,,,,,,,,
אַגָּנָא,1,אַגָּנָא,,,,,,,,,,,
אַדְכָּרְתָּא,1,אַדְכַּרְתָּא,"[', v.  אַדְכָּרָה ']",,,,,,,,,,
אַדְרָא,1,אַדְרָא,"['  Sabb. 67ᵃ , v.  אַדְדָא .—אדרא  B. Mets. 26ᵃ , read with Rashi  אוּדְרָא  v.  אוּדְרָא .']",,,,,,,,,,
אַדְרָכְתָּא,1,אַדְרַכְתָּא,,,,,,,,,,,
אַדְרוּתָא,1,*אִדְרוּתָא,,,,,,,,,,,
אַדָּרָא,1,אֲדָרָא II,"[' (v.  אָדַר , cmp. Ges. H. Dict. s. v.)  flag  of a ship.  B. Bath. 73ᵃ  (for b. h.  נֵס ); Ms. M.  אֲדָארָא  (v. Rabb. D. S. a. l.).']",אַדְרָא,"['  Sabb. 67ᵃ , v.  אַדְדָא .—אדרא  B. Mets. 26ᵃ , read with Rashi  אוּדְרָא  v.  אוּדְרָא .']",,,,,,,,
אַהְוַרְיָירָא,1,אֲהוּרְיָיר,,,,,,,,,,,
אַהְלוֹיָא,1,אָהֳלוֹיָא,,,,,,,,,,,
אַהְנִיתָא,1,,,,,,,,,,,,
אַוְוֽזָא,1,אַוְוזָא,,,,,,,,,,,
אַוָּוֽנְכְּרָא,1,,,,,,,,,,,,
אַוָּוֽנָא,1,אַוָּונָא,,,,,,,,,,,
אַוּרְדִּינָא,1,,,,,,,,,,,,
אַוּרְיָא,1,אוּרְיָא ²,"[' pile of plucked plants, stalk, shed containing feed  (dist. fr.  אוֹצָר  granary).—Pl.  אוּרְיָאוֹת ,   אוּרְיָי׳  (אוּרְיוֹת ).  Tosef. Maasr. II, 20  ed. Zuck. (Var.  אוריות ); ib.  Erub. V I (V), 4;  Erub. 55ᵇ  Ar. (ed.  אוריות ,  אורוות , v. Rabb. D. S. a. l. note). [In bibl. h.  אֻרְוָה   crib, stable  q. v.]']",אוֹרְיָא ²,"[' (horreum, pl. horrea, ὡρεῖον, ὥριον; v. Sm. Ant. s. v.)  store-house, store  (of all kinds). Tanḥ.  B’resh. 7   וכל א׳ שלי בתוכה  all my stores are in that ship.—Pl.  אוּרְיָאַיָּא  (ch. form).  Targ. I Chr. XXI, 13 .— אוּרְיָיאוֹת  (h. form).  Targ. II Chr. XXXII, 28  (h. text  מסכנות ). V.  אוֹרְיָיר ,  אֲהוֹרְיָיר .']",אוֹרְיָא,"[' teaching , v.  אוֹרָיָיא .']",אוּרְיָא,"[' (v.  אוֹר  a.   אוּרְתָּא )  evening horizon, Sun-set, West , v.  מערבא .  B. Bath. 25ᵃ   אוריה מאי  ed. (Ar.  אוריא ) why is it called  Urya ?  אויר יה  (Var.  אור ) divine air (divine light = Palestine).  Kidd. 12ᵇ  איכא סהדי באוריא הא Ar. (ed.  אידית , emend. in Tossaf.  אורית ), [read with  ב""ח :  הא אמרי איכא וכ׳ ] but people say, there are witnesses in the West &c. Cmp.  אֶסְתָּן .']",אוּרְיָא ³,"['(= b. h.  אֻרְוָה )  crib ;  stable .  Targ. Is. I, 3  (h. text  אֵבוּס  q. v.).— Snh. 98ᵇ   סוסיא באוּרְיֵיה …  a horse is placed at his (the ox’s) crib., i.e. Israel is displaced and other nations feed on his soil.— M. Kat. 10ᵇ   למבני א׳  to build a stable (during the festive week). [Targ. II Esth. VI, 10; 11  אוּרַיָּא , read  אוּרְיָא   stable .]—Pl.  אוּרְיָין ,  אוּרְוָותָא ,  ( אוּרְיָיתָא )  אֻרְוָותָא  .  Targ. II Chr. IX, 25 ;  I Kings V, 6 . Targ. II Esth. l. c. ( אוּרְיָיתָא  prob. sing.); a. e.']",,
אַזְהָרְתָּא,1,אַזְהַרְתָּא,,,,,,,,,,,
אַחְוָנָא,1,אַחְוָנָא,"[', v.  אַחְוָונָא ']",,,,,,,,,,
אַחְמְרָא,1,אַחְמְרָא,"[' m., Ar., v.   חוּמְרָא  III ']",,,,,,,,,,
אַחְסָנְתָּא,1,אַחְסָנָא,,,,,,,,,,,
אַחְרָיוּתָא,1,אַחֲרָיוּתָא,,,,,,,,,,,
אַחְרָמְתָא,1,,,,,,,,,,,,
אַטְבָּא,1,אַטְבָּא,,,,,,,,,,,
אַטְמָא,1,אַטְמָא,,,,,,,,,,,
אַטְרְפָא,1,אַטְרַף,,,,,,,,,,,
אַיְילָא,1,אֵילָא,,,,,,,,,,,
אַיָּילְתָּא,1,אַיַּלְתָּא,,,,,,,,,,,
אַכְוַוֽרְנְקָא,1,אַכְוַורְנְקָא,"[', v.  אַכְוַר׳ ']",,,,,,,,,,
אַכְוָוֽנְגָּר,1,,,,,,,,,,,,
אַכְטָא,1,אכטא,"[',  Ab. Zar. 34ᵇ  Ar., v.  אַבְטָא ']",אָכְטָא,[' (ὀκτώ)  eight .  Gen. R. s. 14  beg.; a. e.; v.  אִיטָא . Tanḥ. (ed. Bub.) B’midb. 21  אקטו .'],,,,,,,,
אַכְלָא,1,אַכָּלָא,,,,,,,,,,,
אַכְלוֹשֵׁי,1,*אָכְלוֹשֵׂי,,,,,,,,,,,
אַכְסְנָיָא,1,אַכְסַנְיָא,,,,,,,,,,,
אַכְסַדְרָא,1,אַכְסַדְרָא,,,,,,,,,,,
אַכְסָא,1,*אַכְסָא,[' mad.  (?)  Gitt. 69ᵃ  (a word in a charm formula). Cmp.  אַכְתָּנָא .'],,,,,,,,,,
אַכְסָנָא,0,אַכְסָן,,,,,,,,,,,
אַכְרָזְתָּא,1,אַכְרַזְתָּא,,,,,,,,,,,
אַלְקַפְטָא,1,אַלְקַפְטָא,,,,,,,,,,,
אַמְבְּטֵיתָא,1,אַמְבְּטִיתָא,,,,,,,,,,,
אַמְבָּרָא,1,אִמְבְּרָא,,,,,,,,,,,
אַמְבּוּהָא,1,אַמְבּוּהָ,,,,,,,,,,,
אַמְגּוֹזָא,1,אֶמְגּוּזָא,,,,,,,,,,,
אַמְגּוּשְׁתָּא,1,אַמְגּוּשְׁתָּא,,,,,,,,,,,
אַמְגּוּשָׁא,1,אַמְגֹּושָׁא,,,,,,,,,,,
אַמְדְּלָא,1,*אַמַּדְלָא,,,,,,,,,,,
אַמְהוּתָא,1,,,,,,,,,,,,
אַמְתָא,1,אַמְתָא,,,,,,,,,,,
אַמְּתָא,1,אַמְּתָא,,,,,,,,,,,
אַנְבְּגָא,1,אַנְבַּג,"[' (v.  נַבְגָּא ; whence ἄμβικος, ἄμβιξ, ambiga)  a small cup; a measure  containing one fourth of a Log.  B. Bath. 58ᵇ  on the gates of … it is written,  אנבג אנפק וכ׳  (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures).  Kidd. 70ᵃ   לישתי מר אנבגא  will you take a cup (of wine &c.)? [Popular pronunciation:  anpak .]  Sabb. 109ᵇ   אנפקא ; a. e.']",,,,,,,,,,
אַנְבַּג,1,אַנְבַּג,"[' (v.  נַבְגָּא ; whence ἄμβικος, ἄμβιξ, ambiga)  a small cup; a measure  containing one fourth of a Log.  B. Bath. 58ᵇ  on the gates of … it is written,  אנבג אנפק וכ׳  (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures).  Kidd. 70ᵃ   לישתי מר אנבגא  will you take a cup (of wine &c.)? [Popular pronunciation:  anpak .]  Sabb. 109ᵇ   אנפקא ; a. e.']",,,,,,,,,,
אַנְגְּרָא,1,*אַנִּגְרָא,,,,,,,,,,,
אַנְדְּרָטָא,1,אַנְדְּרָטָא,,,,,,,,,,,
אַנְדִּיסְקֵי,1,*אַנְדִּיסְקֵי,,,,,,,,,,,
אַנְדִּיפָא,1,אַנְדִּיפָא,"[' m.,  אַנְדִּיפָה  f., v.  next w. ']",,,,,,,,,,
אַנְטַל,1,אַנְטַל,,,,,,,,,,,
אַנְפְּקָא,1,אַנְבַּג,"[' (v.  נַבְגָּא ; whence ἄμβικος, ἄμβιξ, ambiga)  a small cup; a measure  containing one fourth of a Log.  B. Bath. 58ᵇ  on the gates of … it is written,  אנבג אנפק וכ׳  (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures).  Kidd. 70ᵃ   לישתי מר אנבגא  will you take a cup (of wine &c.)? [Popular pronunciation:  anpak .]  Sabb. 109ᵇ   אנפקא ; a. e.']",אַנְפַּק,"[', v.  אַנְבַּג ']",,,,,,,,
אַנְפַּק,1,אַנְפַּק,"[', v.  אַנְבַּג ']",,,,,,,,,,
אַנְקוֹרֵי,1,,,,,,,,,,,,
אַנְתָּא,1,*אִנְתָּא,,,,,,,,,,,
אַנִּיסְכָּא,1,אֲנִיסְכָּא,"[' com. (v.  נִיסְכָּא )  made of cast metal , opp.  ארוקתא  of wrought or stretched metal.  Sabb. 59ᵇ   דא׳ כ""ע וכ׳  (Rashi ed.  דניסכא ) as to those made of cast metal there is no difference of opinion.  Ib.   א׳ עיקר  (prob. to be read  מיקר , v. Ms. M.) what is made of cast metal is more precious (original).']",,,,,,,,,,
אַסְהָדוּתָא,1,אַסְהָדוּתָא,,,,,,,,,,,
אַסְכָּרָא,1,אַסְכְּרָא,,,,,,,,,,,
אַסְמָכְתָּא,1,אַסְמַכְתָּא,,,,,,,,,,,
אַסְנִיתָא,1,אַסְנִיתָא,[' f. =  אַסָּנָא .  Sabb. 109ᵇ  גורדא דא׳ Ms. M. (ed.  אַסִּינְתָּא ).'],,,,,,,,,,
